Gender,City,CGPA,Programming_Skill,Communication_Skill,Aptitude_Score,Internships,Projects,Backlogs,Attendance_Percent,Certifications,Study_Hours_Per_Week,Placed,Salary_LPA
Female,Mumbai,7.58,4,4,3,1,1,0,93,1,3,1,8.08
Female,Delhi,6.3,9,9,1,0,1,0,79,1,5,1,9.88
Female,Mumbai,6.33,10,2,2,1,1,1,85,0,3,1,8.51
Male,Bengaluru,8.33,6,6,6,2,2,1,92,3,23,1,10.22
Male,Hyderabad,6.01,3,7,10,2,3,0,79,2,13,1,6.27
Male,Mumbai,8.84,5,4,2,2,3,1,81,2,15,1,7.98
Female,Pune,6.3,5,6,6,0,0,1,86,2,17,1,7.02
Female,Chennai,7.84,5,7,1,2,0,1,65,5,15,1,9.01
Male,Pune,6.87,8,4,1,0,0,4,59,3,5,1,11.01
Female,Pune,7.8,9,8,5,1,1,1,98,0,22,1,12.0
Male,Chennai,6.66,9,9,10,2,2,1,87,6,14,1,10.18
Male,Pune,7.04,6,1,9,3,3,2,73,5,11,1,6.33
Male,Mumbai,7.24,6,7,8,2,2,0,97,0,28,1,7.85
Female,Mumbai,6.2,9,9,3,0,3,0,70,0,14,1,5.1
Female,Mumbai,7.94,4,10,3,0,3,1,89,3,7,1,8.96
Male,Chennai,6.69,6,5,1,2,4,2,65,1,3,1,10.51
Male,Pune,6.97,4,2,3,2,2,1,65,1,23,1,9.4
Male,Chennai,6.21,1,10,1,1,1,3,64,6,20,1,5.67
Male,Mumbai,4.64,7,6,8,1,2,1,88,1,10,1,9.63
Female,Pune,7.01,10,7,1,1,2,1,59,1,11,1,10.6
Female,Pune,9.61,6,2,5,0,2,2,77,3,30,1,11.44
Male,Delhi,7.98,9,2,9,1,1,2,79,4,6,1,10.7
Male,Delhi,7.18,7,10,7,1,1,1,83,1,5,1,8.22
Female,Bengaluru,6.94,7,10,4,1,0,1,94,0,20,1,6.54
Female,Hyderabad,7.22,2,1,9,1,0,1,67,0,22,1,9.67
Male,Delhi,7.75,9,4,9,3,2,1,86,3,13,1,10.22
Male,Chennai,6.02,10,7,2,1,1,0,88,3,12,1,6.44
Male,Delhi,8.31,9,9,10,1,6,1,66,1,19,1,8.33
Female,Bengaluru,7.92,6,3,10,2,1,3,78,2,19,1,7.87
Female,Pune,7.92,3,7,6,1,1,0,94,4,21,1,9.5
Female,Bengaluru,7.64,1,7,4,3,1,0,75,1,27,1,8.28
Male,Pune,7.22,4,7,8,0,2,1,83,2,5,1,8.19
Male,Pune,7.87,3,2,7,2,4,1,77,3,25,1,8.11
Female,Hyderabad,7.79,1,6,7,2,2,1,87,2,20,1,7.0
Female,Delhi,6.85,3,2,10,0,1,1,62,3,21,1,9.42
Male,Chennai,6.63,4,6,9,0,1,0,96,2,28,1,7.43
Female,Chennai,7.3,8,10,5,2,1,1,67,0,9,1,10.41
Female,Mumbai,8.75,9,3,6,3,0,1,59,2,4,1,7.97
Male,Pune,5.96,3,2,1,1,4,0,95,2,29,1,7.36
Female,Chennai,5.73,6,6,6,2,1,1,64,4,15,1,10.58
Male,Hyderabad,7.36,10,2,2,1,3,1,68,2,3,1,9.56
Male,Pune,7.25,5,5,6,1,3,1,78,4,23,1,8.05
Male,Hyderabad,7.37,6,2,9,1,3,0,65,3,7,1,8.05
Male,Chennai,7.44,4,3,8,0,2,1,100,2,24,1,7.54
Male,Chennai,6.98,10,3,9,1,2,0,57,0,20,1,9.69
Male,Mumbai,8.69,6,6,10,0,3,1,83,2,20,1,10.34
Male,Chennai,5.6,7,6,8,1,2,0,84,5,14,1,8.6
Female,Pune,6.37,9,10,3,0,0,0,91,1,14,1,8.74
Male,Pune,7.1,10,3,8,1,3,0,61,2,9,1,9.91
Male,Pune,5.56,7,3,6,3,2,0,71,3,26,1,6.6
Female,Mumbai,7.02,6,1,6,0,4,0,74,2,23,1,9.13
Female,Mumbai,8.86,1,7,6,0,2,0,65,2,3,1,9.24
Female,Chennai,7.22,2,8,3,3,1,2,98,2,29,1,8.59
Male,Bengaluru,7.43,1,2,10,0,3,0,79,4,9,1,7.55
Female,Bengaluru,5.94,9,4,1,1,2,1,78,3,29,1,7.73
Male,Mumbai,6.58,10,10,4,0,2,2,56,0,21,1,7.44
Male,Chennai,6.82,10,7,10,3,0,0,81,2,4,1,10.85
Male,Bengaluru,6.88,9,8,6,2,0,2,73,1,17,1,8.92
Male,Chennai,8.48,7,1,10,2,4,1,83,0,25,1,8.8
Female,Chennai,7.76,2,4,2,4,1,0,91,1,6,1,7.83
Female,Chennai,6.09,6,6,7,0,2,2,65,2,16,1,7.2
Male,Delhi,7.45,4,3,7,1,1,1,73,4,27,1,7.94
Male,Pune,7.7,1,5,4,2,1,0,82,4,18,1,9.77
Male,Chennai,8.34,1,10,4,1,1,1,93,3,13,1,9.24
Female,Delhi,8.78,5,9,1,2,2,1,75,0,7,1,10.17
Male,Mumbai,6.18,2,3,2,2,3,2,80,2,3,1,9.05
Male,Bengaluru,6.39,4,5,9,0,2,0,76,2,6,1,10.86
Female,Pune,5.94,1,8,10,2,1,2,60,0,24,1,7.73
Female,Bengaluru,6.97,4,6,8,0,1,0,65,3,3,1,7.91
Male,Pune,7.67,6,4,8,2,2,0,68,2,29,1,9.43
Female,Bengaluru,8.19,10,8,9,0,1,0,90,1,28,1,10.34
Female,Pune,7.12,4,3,7,2,3,0,94,2,12,1,8.43
Male,Bengaluru,6.88,1,3,9,1,2,2,95,1,5,1,6.96
Female,Bengaluru,7.35,7,4,10,2,1,0,56,4,30,1,9.14
Male,Bengaluru,6.36,2,9,2,3,3,0,97,2,22,1,8.62
Female,Bengaluru,9.29,9,5,6,1,3,1,74,1,17,1,10.25
Male,Mumbai,5.59,3,8,3,1,4,1,76,3,10,1,5.61
Male,Chennai,7.38,8,6,6,1,0,1,93,2,7,1,7.13
Male,Hyderabad,9.22,8,3,3,1,4,0,58,0,4,1,10.55
Female,Delhi,7.21,3,8,8,3,2,1,83,0,10,1,7.94
Male,Hyderabad,7.01,4,9,4,1,2,0,100,3,27,1,11.1
Female,Hyderabad,6.84,2,8,10,0,0,0,78,1,7,0,0.0
Male,Pune,7.02,4,4,6,2,1,0,55,2,23,1,6.92
Male,Chennai,8.57,9,6,9,2,4,0,78,2,11,1,10.81
Female,Pune,4.99,2,1,2,0,2,2,84,1,21,0,0.0
Male,Chennai,8.73,3,4,2,1,3,0,66,3,8,1,8.38
Male,Chennai,5.78,4,8,7,0,2,0,73,1,8,1,7.9
Female,Bengaluru,6.93,5,1,2,1,6,1,91,3,5,0,0.0
Male,Mumbai,6.77,1,3,2,1,2,1,94,5,5,0,0.0
Male,Bengaluru,7.79,7,1,4,1,3,2,97,3,7,1,10.96
Male,Mumbai,5.6,10,9,9,3,0,3,58,6,22,1,5.55
Male,Pune,7.66,7,2,8,0,2,0,69,2,4,1,8.21
Female,Mumbai,9.22,9,9,2,1,3,0,74,1,2,1,9.3
Female,Pune,5.84,4,4,8,3,3,2,98,2,24,1,8.21
Male,Hyderabad,7.39,6,2,4,0,3,1,74,2,19,1,7.32
Female,Hyderabad,6.54,2,4,2,1,3,3,75,0,2,0,0.0
Male,Mumbai,7.63,4,10,10,0,1,0,64,3,16,1,6.45
Female,Mumbai,7.22,2,6,7,1,2,1,84,2,12,1,6.08
Male,Pune,6.56,10,7,6,1,2,0,78,3,15,1,9.07
Male,Bengaluru,7.69,5,3,10,4,1,2,94,4,10,1,7.25
Male,Pune,9.0,7,3,5,1,1,0,94,1,23,1,9.74
Male,Bengaluru,7.01,1,10,1,0,3,1,92,2,26,1,7.19
Male,Hyderabad,7.92,10,8,2,1,4,0,57,1,6,1,10.44
Male,Chennai,5.91,10,5,8,1,1,1,83,1,24,1,7.66
Female,Mumbai,6.24,7,4,1,1,0,0,62,0,13,1,10.26
Male,Bengaluru,7.67,10,7,3,0,2,1,83,5,30,1,10.14
Female,Pune,8.68,6,7,2,0,1,1,64,3,6,1,8.35
Male,Hyderabad,7.56,6,9,5,0,2,1,59,4,23,1,9.62
Female,Bengaluru,6.89,8,9,4,0,3,1,65,1,2,1,9.05
Female,Pune,7.2,8,5,7,1,2,1,58,3,26,1,9.92
Female,Mumbai,5.95,6,8,5,1,0,0,89,1,14,1,9.02
Male,Mumbai,7.8,3,10,8,2,1,1,94,3,18,1,9.02
Male,Delhi,8.08,5,1,4,1,1,0,66,2,6,1,9.01
Female,Chennai,6.75,2,9,6,1,0,0,75,3,25,1,9.19
Male,Delhi,6.73,5,8,4,2,4,1,70,2,30,1,9.86
Female,Hyderabad,7.47,9,6,2,1,1,0,68,3,19,1,9.36
Male,Bengaluru,6.76,10,3,1,2,2,0,75,1,27,1,9.79
Female,Hyderabad,7.13,1,3,1,0,0,1,81,2,26,0,0.0
Female,Pune,9.3,10,8,8,2,4,0,90,2,14,1,11.88
Male,Mumbai,6.95,5,5,4,0,0,0,55,0,30,1,10.25
Female,Delhi,6.84,6,10,5,2,1,0,55,4,13,1,9.85
Male,Delhi,6.55,7,7,8,1,2,0,76,1,8,1,8.14
Female,Delhi,7.94,9,5,7,1,3,0,69,1,5,1,7.78
Female,Hyderabad,7.02,6,8,8,3,1,0,74,1,13,1,9.35
Male,Mumbai,6.55,5,10,8,0,2,2,57,2,6,1,9.05
Male,Bengaluru,8.52,7,10,6,1,4,1,68,3,22,1,8.85
Male,Pune,8.62,1,4,10,2,6,1,63,1,27,1,7.04
Female,Bengaluru,6.6,5,2,2,0,0,0,73,1,28,1,10.4
Male,Hyderabad,5.33,2,3,6,0,1,0,94,1,26,1,8.12
Female,Pune,8.21,4,8,1,3,1,1,88,1,27,1,7.4
Female,Delhi,6.52,7,7,1,1,2,0,58,1,29,1,8.47
Male,Chennai,7.99,5,2,3,0,0,0,87,7,19,1,7.28
Male,Hyderabad,5.23,6,6,3,1,3,0,97,4,11,1,8.87
Female,Hyderabad,8.09,2,9,5,0,5,1,91,3,27,1,10.79
Female,Mumbai,5.99,3,4,1,2,1,0,56,0,16,1,7.73
Male,Bengaluru,7.93,7,9,10,1,4,0,81,3,5,1,9.0
Male,Hyderabad,7.21,2,2,6,4,2,0,99,2,12,1,7.93
Male,Hyderabad,6.25,6,2,7,1,2,1,71,1,17,1,8.14
Male,Delhi,6.79,5,9,10,1,3,2,85,1,2,1,7.55
Male,Delhi,7.89,10,7,3,1,2,0,95,2,10,1,11.12
Female,Pune,7.31,1,7,4,2,4,0,60,3,15,1,8.41
Female,Chennai,7.78,10,1,10,1,2,2,85,0,19,1,9.5
Female,Mumbai,9.18,4,6,10,0,6,0,57,0,20,1,8.92
Female,Chennai,5.64,2,7,10,2,1,0,94,3,29,1,6.19
Male,Pune,8.82,4,6,10,1,2,1,57,3,25,1,10.19
Male,Delhi,7.3,1,6,10,0,3,1,87,1,17,1,9.88
Male,Bengaluru,6.3,2,2,3,2,1,1,67,2,19,1,5.71
Female,Delhi,5.87,8,6,1,1,1,0,75,2,19,1,9.37
Female,Mumbai,7.01,6,4,8,1,3,2,91,3,13,1,9.71
Male,Delhi,8.12,2,9,10,0,2,0,70,0,13,1,10.12
Male,Mumbai,7.07,6,1,10,0,1,1,75,1,16,1,10.14
Female,Mumbai,8.71,10,8,2,1,4,0,98,2,22,1,12.91
Female,Mumbai,5.75,9,5,1,3,2,1,67,3,21,1,9.07
Male,Pune,7.19,7,1,8,1,1,1,58,2,3,1,10.05
Male,Mumbai,5.95,9,4,7,1,2,1,85,4,4,1,8.68
Female,Mumbai,7.56,5,1,7,4,3,1,63,1,27,1,7.78
Male,Bengaluru,8.09,7,6,4,3,1,2,87,1,7,1,10.02
Male,Chennai,6.78,7,2,9,3,0,0,91,1,3,1,9.91
Male,Hyderabad,4.6,3,5,6,2,1,1,91,3,9,1,7.88
Female,Chennai,7.4,7,7,2,2,0,1,78,2,8,1,6.94
Female,Mumbai,7.64,1,2,1,1,1,0,79,6,29,0,0.0
Female,Bengaluru,7.6,9,6,1,1,2,0,95,2,18,1,10.16
Female,Delhi,8.44,10,6,9,0,1,0,83,1,21,1,9.22
Female,Bengaluru,6.13,6,5,4,3,4,0,94,4,14,1,8.79
Female,Mumbai,7.88,5,5,5,1,1,1,90,1,20,1,9.44
Female,Bengaluru,8.39,7,3,3,1,2,4,69,1,28,1,9.14
Male,Bengaluru,5.42,5,10,4,1,0,1,99,1,29,1,7.69
Male,Mumbai,7.52,10,10,8,0,0,0,72,0,5,1,9.18
Male,Pune,6.7,5,2,4,1,5,1,74,1,3,1,9.15
Male,Bengaluru,7.12,10,7,9,0,0,3,59,3,10,1,9.77
Male,Hyderabad,7.55,7,1,9,3,0,1,72,7,11,1,8.02
Male,Hyderabad,6.71,10,6,6,3,1,1,94,3,17,1,9.03
Male,Bengaluru,6.52,7,6,2,3,0,1,55,4,8,1,7.35
Female,Pune,7.23,3,3,10,0,1,0,73,2,9,1,9.01
Female,Delhi,6.11,3,2,7,0,1,0,77,2,8,0,0.0
Male,Mumbai,6.11,10,2,9,0,3,0,80,1,20,1,9.7
Male,Hyderabad,7.88,3,9,6,1,1,1,83,2,28,1,8.33
Female,Delhi,6.05,6,5,3,0,1,0,88,1,2,1,9.71
Male,Bengaluru,7.87,6,7,7,0,3,1,73,4,4,1,10.57
Male,Delhi,7.66,3,5,5,0,2,0,72,1,30,1,9.07
Female,Chennai,5.47,3,7,1,0,3,1,56,3,16,0,0.0
Male,Hyderabad,6.52,8,4,3,2,1,0,81,4,9,1,7.62
Female,Bengaluru,8.39,8,8,5,1,0,0,60,2,26,1,10.55
Male,Mumbai,6.22,7,10,7,0,0,0,93,1,9,1,8.44
Female,Pune,6.74,10,10,3,3,1,1,60,2,21,1,9.12
Female,Bengaluru,7.66,4,7,6,0,6,1,60,4,5,1,8.19
Female,Mumbai,7.98,4,10,5,3,0,0,85,5,26,1,7.11
Male,Pune,6.95,3,5,1,3,5,0,95,1,3,1,9.58
Female,Pune,6.6,5,6,10,3,1,2,94,1,14,1,8.31
Male,Bengaluru,8.62,3,5,6,2,3,1,84,1,15,1,6.64
Male,Delhi,8.94,8,7,8,2,3,0,75,3,6,1,9.42
Male,Delhi,8.18,7,2,1,2,2,0,95,2,16,1,7.58
Male,Pune,7.29,3,5,2,3,2,0,98,3,23,1,9.12
Female,Delhi,6.39,9,10,4,1,2,0,72,1,28,1,9.36
Female,Chennai,6.37,5,3,2,1,2,0,77,2,10,1,10.14
Male,Pune,7.72,9,9,9,2,4,0,92,0,14,1,7.51
Male,Pune,7.62,7,6,10,0,2,0,77,2,12,1,10.73
Female,Mumbai,8.6,7,10,8,2,1,0,82,2,9,1,9.97
Male,Delhi,7.85,6,3,8,3,2,0,90,0,23,1,7.33
Female,Pune,5.7,2,7,4,1,3,1,79,2,19,1,9.93
Male,Chennai,8.25,9,4,5,1,3,1,61,5,12,1,9.32
Male,Mumbai,6.2,6,3,4,3,1,0,72,3,13,0,0.0
Female,Bengaluru,6.82,8,8,9,0,3,0,74,3,23,1,10.09
Male,Pune,7.45,1,4,2,0,3,0,59,5,13,1,6.92
Female,Chennai,9.2,5,1,8,2,1,1,72,2,17,1,10.71
Male,Hyderabad,9.9,1,6,2,3,1,0,96,5,2,1,8.85
Male,Chennai,7.81,10,10,1,2,0,0,94,1,20,1,9.01
Male,Chennai,7.02,8,1,10,0,1,1,87,2,23,1,7.36
Female,Mumbai,7.73,8,5,3,1,2,1,69,3,9,1,7.91
Male,Bengaluru,8.09,1,7,9,1,4,1,89,0,21,1,8.64
Male,Hyderabad,6.88,9,6,3,1,3,0,100,2,8,1,7.02
Male,Delhi,9.0,2,2,9,1,1,2,55,2,7,1,9.72
Male,Delhi,7.43,9,4,7,0,3,0,75,3,5,1,8.55
Female,Chennai,7.7,1,2,10,1,4,2,62,4,29,1,7.84
Female,Mumbai,7.87,10,1,1,1,2,1,61,5,19,1,10.15
Male,Mumbai,7.62,9,3,10,3,3,0,95,3,3,1,9.0
Female,Delhi,8.04,4,3,5,0,1,1,98,0,13,0,0.0
Male,Hyderabad,6.58,9,7,9,0,0,2,94,3,6,1,6.42
Male,Bengaluru,6.64,7,1,3,0,1,0,94,3,26,1,9.62
Male,Hyderabad,6.1,6,9,9,0,1,0,84,3,11,1,8.38
Female,Pune,7.64,5,6,5,1,3,0,92,4,4,1,7.98
Female,Pune,7.98,9,4,9,1,1,1,89,2,3,1,10.51
Female,Bengaluru,7.66,2,3,10,1,4,0,56,2,4,1,9.13
Female,Delhi,8.87,2,3,6,0,4,2,100,0,3,1,9.12
Female,Bengaluru,7.19,9,2,9,1,1,0,62,2,13,1,8.79
Female,Mumbai,7.87,3,2,7,0,1,1,92,1,15,1,7.77
Female,Pune,6.11,8,10,7,2,1,1,58,3,12,1,7.3
Female,Chennai,6.81,9,5,8,0,3,1,91,2,15,1,10.6
Female,Chennai,7.9,8,9,7,4,3,0,75,4,26,1,10.22
Male,Delhi,8.05,4,2,9,0,2,0,67,3,11,0,0.0
Female,Mumbai,6.91,1,2,9,1,2,0,63,2,11,0,0.0
Female,Hyderabad,7.13,4,6,6,2,4,0,99,2,13,1,10.92
Female,Mumbai,5.68,9,10,7,4,1,0,83,3,12,1,7.73
Female,Chennai,6.84,2,2,2,0,2,2,95,3,6,0,0.0
Female,Chennai,8.09,3,4,9,2,2,1,78,4,29,1,10.87
Female,Pune,7.78,10,6,1,1,2,2,70,1,23,1,9.36
Female,Mumbai,7.7,8,5,1,0,3,2,66,1,20,1,11.24
Female,Mumbai,7.25,6,1,3,1,2,2,56,3,19,1,9.21
Female,Chennai,7.21,8,6,6,1,1,2,73,5,19,1,8.37
Female,Hyderabad,6.54,7,1,5,1,3,0,84,2,27,1,8.39
Female,Delhi,7.9,5,3,2,1,2,0,70,2,3,1,8.0
Male,Delhi,7.62,9,10,9,0,2,2,78,0,16,1,10.08
Male,Mumbai,7.69,4,5,10,1,4,3,67,3,9,1,10.14
Female,Delhi,6.67,6,10,4,2,0,1,59,2,27,1,9.12
Female,Chennai,5.05,2,5,4,2,5,1,77,1,27,1,7.85
Male,Chennai,8.3,2,10,5,0,1,1,92,1,14,1,7.4
Female,Mumbai,6.72,2,6,8,2,1,1,85,3,30,1,9.4
Male,Mumbai,6.34,10,10,10,1,2,0,71,2,28,1,9.93
Male,Pune,7.89,7,8,4,2,1,0,57,3,3,1,9.44
Male,Mumbai,6.81,2,5,5,1,1,0,80,1,3,0,0.0
Male,Hyderabad,8.26,2,1,4,0,0,0,67,0,24,0,0.0
Male,Delhi,7.82,9,5,6,2,1,2,98,1,20,1,8.23
Female,Mumbai,7.88,7,3,3,2,1,1,92,3,7,1,7.33
Male,Bengaluru,5.83,3,4,8,2,1,0,76,3,19,1,7.54
Female,Pune,8.41,3,8,6,4,1,1,75,3,24,1,7.77
Female,Bengaluru,7.46,7,7,10,2,0,1,83,3,3,1,8.34
Male,Chennai,6.83,5,5,5,0,3,1,99,5,21,1,7.9
Male,Delhi,7.34,10,2,2,2,1,1,100,2,1,1,9.18
Female,Mumbai,5.42,6,6,10,3,2,1,93,4,12,1,7.94
Male,Bengaluru,7.61,8,6,10,1,1,1,59,2,21,1,5.46
Male,Delhi,6.17,9,10,7,0,1,1,68,3,6,1,9.16
Female,Chennai,5.85,1,10,2,1,1,1,72,4,7,0,0.0
Female,Hyderabad,5.68,3,6,1,3,1,0,58,3,2,0,0.0
Male,Pune,8.31,7,9,7,0,4,1,87,4,18,1,8.99
Female,Delhi,6.57,6,8,5,0,5,0,93,2,30,1,9.82
Male,Delhi,8.73,7,8,1,1,1,0,74,4,25,1,9.21
Male,Hyderabad,6.66,8,1,4,0,0,0,67,4,15,1,9.2
Male,Delhi,5.49,6,5,4,1,3,2,90,4,15,1,7.04
Female,Chennai,6.08,3,7,10,1,4,0,99,1,10,1,9.35
Female,Chennai,8.44,2,6,7,0,4,1,58,3,17,1,10.25
Female,Hyderabad,7.04,7,5,9,0,4,1,89,3,18,1,11.06
Female,Pune,6.65,1,8,2,1,3,1,62,3,18,1,7.3
Female,Mumbai,7.36,3,3,1,3,2,0,94,3,29,1,9.07
Male,Bengaluru,7.7,4,6,2,1,0,0,90,3,15,1,6.95
Male,Mumbai,8.32,1,5,7,2,3,1,60,0,26,1,6.27
Male,Delhi,8.65,5,8,10,1,3,0,76,3,23,1,9.8
Male,Bengaluru,6.84,10,4,6,0,2,0,60,3,6,1,8.96
Female,Hyderabad,5.87,3,8,4,0,1,1,96,3,9,1,6.37
Male,Hyderabad,6.79,2,10,1,1,2,0,90,3,11,1,8.33
Female,Pune,7.46,3,2,1,0,1,0,63,3,15,1,9.59
Male,Bengaluru,6.24,8,9,5,1,0,2,70,2,23,1,8.72
Female,Chennai,6.24,6,9,1,1,4,1,93,0,3,1,9.88
Female,Bengaluru,7.54,7,10,7,0,1,1,100,4,19,1,8.19
Male,Delhi,7.15,6,10,1,1,4,1,92,2,1,1,10.02
Male,Chennai,7.23,6,6,1,1,2,0,87,3,24,1,8.29
Male,Hyderabad,6.44,3,4,2,1,1,0,72,2,17,1,9.59
Male,Bengaluru,6.97,8,4,10,2,3,0,66,0,11,1,7.37
Female,Mumbai,6.28,7,6,3,1,2,0,81,3,30,1,8.81
Male,Pune,8.09,7,5,1,1,1,0,55,2,18,1,9.45
Male,Mumbai,8.24,6,6,9,1,0,2,69,2,11,1,9.68
Female,Pune,5.35,5,7,10,2,0,1,81,1,28,1,7.55
Male,Delhi,6.27,10,7,8,2,4,0,70,2,7,1,9.41
Male,Mumbai,5.7,8,9,5,0,4,0,75,4,1,1,8.22
Male,Bengaluru,6.55,5,8,2,3,3,1,55,2,12,1,7.76
Male,Bengaluru,7.12,9,6,5,0,1,2,83,0,4,1,10.77
Male,Mumbai,5.75,9,6,6,1,1,0,57,3,25,1,8.69
Female,Bengaluru,6.28,1,5,1,0,4,2,66,3,8,0,0.0
Male,Delhi,6.2,6,1,4,0,1,0,82,1,15,1,7.58
Male,Chennai,7.41,7,9,9,1,3,1,93,5,11,1,10.68
Male,Delhi,7.27,3,9,2,0,1,2,91,5,30,0,0.0
Male,Pune,6.48,7,9,5,1,3,0,85,2,29,1,9.26
Male,Delhi,7.38,7,8,1,0,2,1,85,3,8,1,8.09
Female,Pune,6.65,2,10,4,0,2,0,87,1,12,0,0.0
Male,Bengaluru,6.93,7,3,4,1,3,0,87,2,3,1,9.34
Female,Chennai,8.87,1,1,6,0,3,2,94,1,21,1,8.33
Female,Bengaluru,8.54,5,8,10,2,2,1,65,2,4,1,11.0
Male,Hyderabad,5.9,9,7,9,1,1,0,100,3,27,1,10.0
Male,Bengaluru,8.03,7,5,3,1,1,0,83,2,12,1,10.67
Male,Pune,8.01,7,10,9,0,2,1,79,1,8,1,10.42
Male,Bengaluru,6.05,2,7,6,1,2,0,67,3,27,1,8.68
Female,Bengaluru,8.02,8,10,7,2,3,1,98,2,23,1,7.63
Male,Chennai,8.74,3,4,10,1,0,1,73,1,30,1,8.64
Male,Bengaluru,6.08,8,9,2,0,4,2,90,5,23,1,9.39
Male,Chennai,6.28,3,10,10,2,3,0,82,3,10,1,7.71
Male,Mumbai,8.22,10,2,6,4,0,1,58,2,26,1,9.54
Male,Hyderabad,7.47,7,9,6,2,2,1,57,1,23,1,9.82
Male,Chennai,7.75,2,9,2,0,0,0,92,4,1,1,9.72
Female,Pune,7.54,4,5,2,4,2,1,91,3,13,1,7.51
Female,Mumbai,7.59,6,1,2,0,1,0,97,1,7,1,9.68
Male,Chennai,5.87,9,7,10,0,4,3,79,2,20,1,9.31
Male,Chennai,8.25,5,10,1,0,1,1,95,1,28,0,0.0
Male,Hyderabad,8.37,9,10,5,3,0,0,89,2,3,1,9.02
Female,Pune,6.97,5,4,8,0,2,3,83,3,29,0,0.0
Male,Delhi,7.16,10,9,2,0,2,0,95,2,16,1,10.87
Female,Delhi,5.67,8,6,5,0,1,0,83,1,12,1,7.95
Male,Chennai,7.71,1,3,8,1,2,0,66,4,29,1,8.82
Male,Bengaluru,7.77,7,6,10,0,3,0,89,3,5,1,10.46
Male,Pune,7.14,4,10,5,1,2,0,74,0,18,1,10.7
Male,Mumbai,8.32,5,6,2,1,1,1,71,1,8,1,9.28
Female,Bengaluru,6.87,6,5,3,1,0,2,66,1,12,1,6.08
Female,Bengaluru,7.76,5,2,6,1,2,0,90,0,28,1,9.92
Male,Pune,6.18,1,10,5,2,2,1,64,2,25,1,8.04
Male,Chennai,7.18,9,10,4,2,1,1,72,4,21,1,8.08
Female,Chennai,7.03,2,2,4,0,3,0,84,2,3,1,9.05
Female,Chennai,7.43,9,7,5,1,1,3,62,2,16,1,11.42
Female,Chennai,6.83,10,2,2,0,4,1,95,4,10,1,9.34
Female,Delhi,7.07,2,6,9,1,3,1,67,2,23,1,6.27
Male,Chennai,8.03,9,5,2,0,4,3,85,2,17,1,11.12
Female,Delhi,6.76,6,4,10,2,3,1,60,1,10,1,8.61
Male,Delhi,5.59,9,7,2,2,0,0,61,6,3,1,9.39
Female,Chennai,8.95,6,8,10,1,3,1,75,2,25,1,9.43
Female,Hyderabad,8.58,6,4,9,3,1,1,92,3,2,1,9.77
Female,Mumbai,5.91,2,1,3,2,0,0,97,4,27,1,8.61
Female,Bengaluru,7.89,8,1,10,2,2,0,82,4,14,1,10.19
Female,Delhi,6.7,3,1,7,2,3,1,98,2,9,0,0.0
Male,Pune,7.46,7,1,4,1,3,0,75,4,27,1,8.04
Male,Pune,7.49,5,5,6,2,0,1,75,4,17,1,8.95
Female,Mumbai,6.97,3,4,4,1,0,1,78,0,4,1,9.25
Female,Pune,6.42,1,9,10,1,3,1,81,3,28,1,6.96
Male,Hyderabad,6.51,8,3,7,1,2,1,81,4,26,1,7.41
Female,Pune,6.28,3,7,1,0,5,0,67,2,29,1,9.66
Female,Bengaluru,6.37,2,8,3,0,3,1,83,1,22,1,10.0
Male,Bengaluru,7.13,1,6,3,0,1,1,93,3,15,1,8.16
Female,Delhi,6.48,4,10,1,2,1,3,82,2,13,0,0.0
Female,Chennai,7.88,8,1,6,3,1,1,91,1,23,1,9.67
Male,Hyderabad,8.69,3,8,9,1,2,2,83,2,19,1,6.29
Male,Delhi,6.62,1,10,8,2,0,0,76,1,9,1,8.19
Male,Hyderabad,7.44,4,3,7,1,4,0,90,3,4,1,10.34
Female,Chennai,7.7,9,8,10,2,0,0,84,2,21,1,7.87
Male,Pune,7.67,1,4,8,1,2,0,82,1,8,1,6.79
Male,Pune,7.28,2,8,6,3,2,1,77,3,28,1,7.41
Male,Chennai,7.94,9,1,9,0,1,1,87,1,15,1,8.79
Male,Delhi,7.68,2,3,3,0,1,3,58,1,14,0,0.0
Male,Chennai,5.96,3,6,10,0,3,0,57,2,3,1,9.53
Male,Mumbai,8.07,7,9,10,1,2,2,86,3,24,1,10.72
Female,Bengaluru,8.09,3,2,9,2,5,0,58,2,30,1,9.48
Female,Delhi,6.44,9,1,4,0,1,0,55,5,30,1,6.92
Male,Hyderabad,7.24,6,10,7,0,4,0,66,2,27,1,6.84
Male,Mumbai,7.88,3,3,9,1,2,0,67,4,17,1,9.5
Male,Delhi,6.99,9,4,2,0,2,1,88,3,8,1,7.12
Female,Chennai,8.27,1,5,2,2,2,2,83,4,14,1,9.18
Female,Chennai,9.56,10,3,9,1,4,2,63,4,13,1,10.38
Female,Chennai,6.41,3,10,3,2,0,2,85,0,15,1,7.55
Female,Chennai,5.82,1,2,9,1,1,1,61,1,11,1,4.6
Female,Hyderabad,7.5,2,2,5,0,1,1,67,1,27,0,0.0
Female,Mumbai,7.92,8,7,6,1,3,1,56,2,15,1,9.85
Female,Pune,6.97,7,9,2,1,1,0,87,2,12,1,8.11
Female,Bengaluru,8.65,2,10,8,1,1,0,61,2,26,1,7.46
Female,Hyderabad,5.86,2,2,9,1,3,1,72,1,24,1,8.14
Male,Hyderabad,7.89,9,7,2,0,2,0,62,3,22,1,7.6
